year,player,pos,height_0,weight_0,forty,vertical,bench,broad,threecone,shuttle,school_abbr,overall,team_abbr,pos_rk,ovr_rk,grade,side,category
2020,Braden Mann,15.0,,198,4,31,,111,7,4,15.0,191,18.0,1,170,55,2.0,8.0
2001,Sean Brewer,9.0,,255,4,36,14,117,7,4,10.0,66,7.0,NA,NA,NA,0.0,6.0
2002,Steve Smith,3.0,,193,4,30,,110,7,4,18.0,74,20.0,NA,NA,NA,0.0,2.0
2012,David DeCastro,8.0,,316,5,29,34,98,7,4,16.0,24,5.0,1,17,93,0.0,3.0
2016,Victor Ochi,4.0,,246,4,32,,119,7,4,191.0,NA,0.0,16,195,53,NaN,NaN
2018,Chukwuma Okorafor,5.0,,320,5,23,19,102,7,4,111.0,92,5.0,11,114,69,0.0,3.0
2022,Zamir White,2.0,,214,4,33,,128,,,NaN,,NaN,,,,NaN,NaN
2000,Steve Warren,6.0,,307,5,30,29,105,7,4,24.0,74,15.0,NA,NA,NA,1.0,1.0
2009,Kevin Huber,15.0,,220,4,,,,,,NaN,,NaN,,,,2.0,8.0
2015,Cameron Erving,12.0,,313,5,30,30,112,7,4,2.0,19,14.0,1,16,90,0.0,3.0
2016,Corey Coleman,0.0,,194,4,40,17,129,,,41.0,15,14.0,3,20,90,0.0,2.0
2021,Tim Tanner-Blair,14.0,,288,5,21,32,93,8,4,NaN,,NaN,,,,NaN,NaN
2000,Muneer Moore,0.0,,201,4,37,,129,6,4,117.0,154,21.0,NA,NA,NA,0.0,2.0
2003,Justin Griffith,16.0,,232,4,32,29,113,7,4,19.0,121,19.0,NA,NA,NA,0.0,5.0
2003,Jon Stinchcomb,5.0,,302,4,35,32,115,7,4,7.0,37,28.0,NA,NA,NA,0.0,3.0
2004,B.J. Johnson,0.0,,207,4,,,,,,NaN,,NaN,,,,NaN,NaN
2005,Troy Williamson,0.0,,203,4,,,,6,,26.0,7,3.0,3,16,94,0.0,2.0
2006,Andrew Whitworth,5.0,,334,5,30,28,112,8,4,1.0,55,7.0,5,61,82,0.0,3.0
2007,Anthony Arline,1.0,,199,4,34,12,124,7,4,41.0,NA,0.0,15,111,69,NaN,NaN
2016,Jake Brendel,12.0,,303,5,28,25,108,7,4,29.0,NA,0.0,9,269,39,NaN,NaN
2021,Kevin Thomson,10.0,,198,4,35,21,126,6,4,NaN,,NaN,,,,NaN,NaN
2001,James Boyd,3.0,,207,4,32,,117,7,4,12.0,94,13.0,NA,NA,NA,1.0,0.0
2010,Earl Thomas,1.0,,208,4,,21,113,,,8.0,14,17.0,2,8,95,1.0,0.0
2011,Owen Spencer,0.0,,195,4,37,6,125,6,4,NaN,,NaN,,,,NaN,NaN
2016,Caleb Benenoch,5.0,,311,4,28,,104,8,5,29.0,148,10.0,11,138,61,0.0,3.0
2017,Mike Williams,0.0,,218,,32,15,121,,,1.0,22,26.0,NA,NA,NA,0.0,3.0
2020,Tony Jones,2.0,,220,4,32,13,119,7,4,8.0,153,30.0,NA,NA,NA,0.0,2.0
2020,Logan Wilson,13.0,,241,4,32,21,121,7,4,97.0,65,7.0,3,47,84,1.0,4.0
2006,Brandon Williams,0.0,,179,4,34,,115,6,4,32.0,84,1.0,10,93,72,1.0,0.0
2009,James Davis,2.0,,218,4,32,17,109,7,4,39.0,144,9.0,NA,NA,NA,1.0,4.0
2011,Chimdi Chekwa,1.0,,191,4,34,,126,,,3.0,113,31.0,19,126,65,1.0,0.0
2011,Taiwan Jones,2.0,,194,4,,13,,,,124.0,125,31.0,7,88,75,0.0,5.0
2020,Chris Finke,0.0,,186,4,40,7,,,,NaN,,NaN,,,,NaN,NaN
2006,Ryan LaCasse,4.0,,257,4,34,34,113,7,4,27.0,219,6.0,22,NA,49,1.0,4.0
2008,Bernard Morris,10.0,,223,4,24,18,109,,,NaN,,NaN,,,,NaN,NaN
2009,David Johnson,16.0,,260,4,32,21,113,7,4,90.0,241,5.0,15,NA,39,0.0,6.0
2013,Adrian Bushell,1.0,,186,4,33,17,116,6,4,33.0,NA,0.0,22,162,57,NaN,NaN
2014,Mike Davis,0.0,,197,4,,10,,,,8.0,NA,0.0,22,147,58,0.0,5.0
2014,Justin Gilbert,1.0,,202,4,35,20,126,6,,38.0,8,14.0,3,20,91,1.0,0.0
2016,Steven Daniels,11.0,,243,4,32,16,112,7,4,42.0,232,23.0,15,238,46,1.0,4.0
2019,Foster Moreau,9.0,,253,4,36,22,121,7,4,1.0,137,31.0,9,148,64,0.0,6.0
2002,Nick Rogers,7.0,,251,4,36,22,117,7,4,56.0,177,3.0,NA,NA,NA,1.0,4.0
2003,Sammy Davis,1.0,,186,4,40,19,131,7,,15.0,30,26.0,NA,NA,NA,1.0,0.0
2003,Terrence Edwards,0.0,,176,4,,,,,,NaN,,NaN,,,,NaN,NaN
2005,Anthony Davis,2.0,,200,4,38,18,121,7,,66.0,11,1.0,4,14,93,0.0,3.0
2005,Kevin Huntley,4.0,,267,4,,,,,,NaN,,NaN,,,,NaN,NaN
2007,Brian Leonard,2.0,,226,4,34,28,122,6,4,66.0,52,32.0,1,52,83,0.0,5.0
2011,Keith Williams,8.0,,318,5,24,23,93,8,5,154.0,159,19.0,NA,NA,NA,0.0,2.0
2012,Robert Blanton,1.0,,208,4,34,12,116,6,3,9.0,139,3.0,13,177,51,1.0,0.0
2019,James Williams,2.0,,197,4,36,,118,7,4,43.0,16,2.0,NA,NA,NA,0.0,2.0
2020,Mike Warren,2.0,,226,,,16,,,,NaN,,NaN,,,,NaN,NaN
2001,Andre Carter,4.0,,249,4,38,20,132,,4,35.0,7,1.0,NA,NA,NA,1.0,1.0
2007,Turk McBride,6.0,,277,4,31,27,108,7,4,20.0,54,27.0,4,59,82,1.0,1.0
2007,Scott Stephenson,12.0,,297,5,29,21,99,7,4,89.0,NA,0.0,7,199,48,NaN,NaN
2013,Oscar Johnson,5.0,,331,5,22,,88,8,5,NaN,,NaN,,,,NaN,NaN
2016,Jeff Driskel,10.0,,234,4,32,,122,7,4,87.0,207,1.0,11,214,49,0.0,7.0
2017,Devonte Fields,7.0,,236,4,34,,124,7,4,33.0,NA,0.0,17,185,54,NaN,NaN
2019,Jalen Hurd,0.0,,226,,,23,,,,41.0,67,1.0,18,130,67,0.0,2.0
2021,Kendrick Green,14.0,,305,4,35,25,119,7,4,51.0,87,5.0,13,168,58,0.0,3.0
2003,Garry Johnson,5.0,,289,5,24,17,97,8,4,NaN,,NaN,,,,NaN,NaN
2007,Nic Schmitt,15.0,,252,5,,,,,,NaN,,NaN,,,,NaN,NaN
2015,Davis Tull,7.0,,246,4,42,26,132,,,145.0,148,28.0,11,115,67,1.0,4.0
2017,Tyus Bowser,7.0,,247,4,37,21,127,6,,75.0,47,6.0,2,33,87,1.0,4.0
2018,Salesi Uhatafe,8.0,,310,5,28,,109,7,4,NaN,,NaN,,,,NaN,NaN
2021,Jamin Davis,13.0,,234,4,42,,132,,,52.0,19,23.0,3,25,90,1.0,4.0
2022,Bo Melton,0.0,,189,4,38,,121,6,,NaN,,NaN,,,,NaN,NaN
2001,Will Allen,1.0,,192,4,39,14,121,6,3,27.0,22,25.0,NA,NA,NA,1.0,0.0
2003,Gus Felder,8.0,,324,5,23,,94,9,5,NaN,,NaN,,,,NaN,NaN
2003,Dewayne Robertson,6.0,,317,5,,,,,,52.0,4,18.0,NA,NA,NA,1.0,1.0
2006,Matthew Rice,4.0,,271,4,,,,7,4,NaN,,NaN,,,,NaN,NaN
2006,Terrence Whitehead,2.0,,209,4,30,,108,7,4,NaN,,NaN,,,,NaN,NaN
2007,Michael Bush,2.0,,243,4,,,,,,33.0,100,31.0,8,87,74,0.0,5.0
2009,Robby Felix,12.0,,302,5,29,33,97,7,4,NaN,,NaN,,,,NaN,NaN
2010,Chris Carter,0.0,,191,4,,12,,,,8.0,89,22.0,NA,NA,NA,1.0,0.0
2010,Kam Chancellor,3.0,,231,4,32,22,116,7,4,22.0,133,17.0,10,NA,62,1.0,0.0
2012,Chris Galippo,11.0,,241,4,29,19,107,6,4,NaN,,NaN,,,,NaN,NaN
2013,Jeff Baca,8.0,,302,5,26,,100,7,4,29.0,196,3.0,8,132,65,0.0,3.0
2018,Kylie Fitts,20.0,,263,4,32,31,117,6,4,18.0,181,29.0,18,202,52,1.0,1.0
2020,Calvin Throckmorton,14.0,,317,5,27,23,97,8,4,17.0,NA,0.0,20,234,41,NaN,NaN
2021,Syrus Tuitele,14.0,,311,5,26,36,94,8,4,NaN,,NaN,,,,NaN,NaN
2022,Kevin Harris,2.0,,221,,38,21,126,,,161.0,110,4.0,NA,NA,NA,1.0,1.0
2004,Nick Hardwick,12.0,,295,5,34,27,108,7,4,55.0,66,26.0,4,135,64,0.0,3.0
2004,Ell Roberson,10.0,,194,4,,,,,,NaN,,NaN,,,,NaN,NaN
2007,Jeff Rowe,10.0,,226,4,29,,114,7,4,82.0,151,7.0,13,242,39,0.0,7.0
2010,Sean Canfield,10.0,,223,4,29,,100,7,4,59.0,239,28.0,13,NA,38,0.0,7.0
2014,Jeremy Hill,2.0,,233,4,29,20,113,,,1.0,55,7.0,3,57,79,0.0,5.0
2014,Paul Richardson,0.0,,175,4,38,,124,7,,28.0,45,17.0,14,71,74,0.0,2.0
2015,Daryl Williams,5.0,,327,5,26,27,97,,5,11.0,102,20.0,10,88,71,0.0,3.0
2018,Matthew Thomas,7.0,,232,4,41,,131,6,4,2.0,NA,0.0,25,312,34,NaN,NaN
2019,Evan Worthington,3.0,,212,4,33,17,121,7,4,28.0,NA,0.0,17,178,59,NaN,NaN
2021,Tay Gowan,19.0,,186,4,35,13,118,6,4,63.0,223,16.0,13,85,74,1.0,0.0
2022,Jayden Peevy,6.0,,308,5,27,,100,,,NaN,,NaN,,,,NaN,NaN
2000,Cosey Coleman,8.0,,322,5,28,,101,8,4,20.0,51,10.0,NA,NA,NA,0.0,3.0
2001,David Martin,0.0,,242,4,,,,,,20.0,198,15.0,NA,NA,NA,0.0,6.0
2006,Chris Denney,0.0,,224,4,33,13,110,7,4,NaN,,NaN,,,,NaN,NaN
2006,Kevin Simon,7.0,,235,4,28,26,103,7,4,20.0,250,23.0,NA,NA,NA,1.0,4.0
2011,Daniel Thomas,2.0,,230,4,,21,,,,47.0,62,24.0,4,70,78,1.0,0.0
2012,Jeff Allen,5.0,,307,5,27,26,102,8,4,51.0,44,27.0,2,34,89,0.0,3.0
2013,Josh Boyd,6.0,,310,5,26,32,104,7,4,19.0,167,15.0,19,237,45,1.0,1.0
2015,Shane Ray,4.0,,245,4,,21,,,,45.0,23,21.0,5,31,88,1.0,1.0
2016,Kevin Peterson,1.0,,181,4,35,14,121,6,4,38.0,NA,0.0,33,290,37,1.0,4.0
2017,Curtis Samuel,0.0,,196,4,37,18,119,7,4,3.0,40,20.0,5,42,86,0.0,2.0
2001,Will Cuthbert,8.0,,318,5,24,17,91,8,5,NaN,,NaN,,,,NaN,NaN
2004,Michael Turner,2.0,,237,4,31,22,114,7,4,108.0,154,26.0,10,142,63,0.0,5.0
2006,Anwar Phillips,1.0,,193,4,,,,,,10.0,NA,0.0,17,135,63,NaN,NaN
2010,Charles Alexander,6.0,,300,5,,,,,,1.0,12,7.0,NA,NA,NA,NaN,NaN
2012,Robert Griffin,10.0,,223,4,39,,120,,,41.0,203,18.0,54,NA,30,0.0,7.0
2017,Alex Anzalone,7.0,,241,4,30,16,116,6,4,4.0,76,28.0,6,72,77,1.0,4.0
2020,Myles Bryant,1.0,,183,4,31,,115,6,4,34.0,NA,0.0,29,272,35,NaN,NaN
2004,Ben Utecht,9.0,,249,4,,,,,,NaN,,NaN,,,,NaN,NaN
2005,Tony Madison,0.0,,213,4,39,,121,7,4,NaN,,NaN,,,,NaN,NaN
2007,Brady Quinn,10.0,,232,4,,24,,,,9.0,22,14.0,2,7,97,0.0,7.0
2007,LaMarr Woodley,4.0,,266,4,,,,,,14.0,46,5.0,7,49,84,1.0,1.0
2018,Davontae Harris,1.0,,200,4,32,22,123,6,4,152.0,151,7.0,44,NA,30,1.0,0.0
2018,Chandon Sullivan,1.0,,195,4,40,15,134,,4,207.0,NA,0.0,27,193,54,NaN,NaN
2022,Qwynnterrio Cole,3.0,,206,,,16,,,,NaN,,NaN,,,,NaN,NaN
2000,Rob Morris,11.0,,250,4,33,18,113,6,4,61.0,28,11.0,NA,NA,NA,1.0,4.0
2001,Sage Rosenfels,10.0,,228,4,34,,107,7,4,89.0,109,23.0,NA,NA,NA,0.0,7.0
2002,Brian Poli-Dixon,0.0,,210,4,,,,,,NaN,,NaN,,,,NaN,NaN
2006,Keith Ellison,7.0,,235,4,32,24,115,7,4,59.0,178,2.0,15,NA,52,1.0,4.0
2008,Darrell Strong,9.0,,268,4,25,17,110,6,4,NaN,,NaN,,,,NaN,NaN
2011,Keith Williams,8.0,,318,5,24,23,93,8,5,24.0,196,5.0,10,201,48,1.0,1.0
2021,Jaytlin Askew,19.0,,180,4,35,18,125,7,4,NaN,,NaN,,,,NaN,NaN
2021,Brett Heggie,14.0,,310,5,26,21,105,7,4,NaN,,NaN,,,,NaN,NaN
2002,Willie Ford,1.0,,195,4,34,10,117,7,4,NaN,,NaN,,,,NaN,NaN
2003,Teyo Johnson,0.0,,247,4,33,,,,,16.0,63,31.0,NA,NA,NA,0.0,6.0
2006,Babatunde Oshinowo,6.0,,304,5,32,33,105,7,4,16.0,181,14.0,9,87,74,1.0,1.0
2008,Jason Jones,4.0,,273,4,25,18,123,7,4,147.0,54,12.0,8,56,83,1.0,1.0
2010,Mike Williams,0.0,,221,4,33,8,116,6,4,1.0,22,26.0,NA,NA,NA,0.0,6.0
2011,Quan Sturdivant,11.0,,241,4,34,21,115,,4,30.0,171,16.0,4,100,72,1.0,4.0
2012,Travis Lewis,7.0,,246,4,36,22,122,,,11.0,223,9.0,15,168,54,1.0,4.0
2016,Jordan Lucas,3.0,,201,4,,,,,,12.0,204,24.0,21,262,40,1.0,0.0
2020,D.J. Wonnum,17.0,,258,4,34,20,123,7,4,26.0,117,3.0,13,114,67,1.0,1.0
2021,Micah Parsons,13.0,,246,4,34,19,126,6,4,12.0,12,4.0,2,16,90,1.0,4.0
2000,Gari Scott,0.0,,194,4,33,,119,,,23.0,99,8.0,NA,NA,NA,0.0,2.0
2003,Torrin Tucker,8.0,,328,5,30,,103,8,4,NaN,,NaN,,,,NaN,NaN
2006,Jimmy Martin,5.0,,303,5,31,25,101,,,22.0,227,26.0,23,NA,39,0.0,3.0
2006,Nate Salley,3.0,,216,4,40,14,123,6,4,3.0,121,20.0,21,NA,36,1.0,0.0
2007,Paul Posluszny,7.0,,238,4,37,22,116,6,4,12.0,34,2.0,3,28,90,1.0,4.0
2010,O'Brien Schofield,7.0,,221,4,,,,,,32.0,130,16.0,19,NA,48,1.0,1.0
2014,"Odell Beckham, Jr.",0.0,,198,4,38,7,122,6,3,NaN,,NaN,,,,NaN,NaN
2015,Adrian Amos,3.0,,218,4,35,,122,7,4,12.0,142,29.0,10,125,63,1.0,0.0
2015,Kevin Johnson,1.0,,188,4,41,,130,6,3,27.0,32,14.0,NA,NA,NA,1.0,1.0
2016,Alex Lewis,5.0,,312,5,29,27,100,7,4,24.0,130,6.0,7,66,78,0.0,3.0
2016,Brandon Williams,1.0,,197,4,30,18,118,6,4,15.0,92,16.0,38,337,32,0.0,2.0
2017,Sam Tevi,5.0,,311,5,26,15,107,7,4,18.0,190,33.0,15,216,48,0.0,3.0
2019,Mark Fields,1.0,,192,4,,18,,,,58.0,13,28.0,NA,NA,NA,1.0,4.0
2022,Cade York,18.0,,206,,,12,,,,NaN,,NaN,,,,NaN,NaN
2008,Jeremy Geathers,4.0,,256,4,28,29,105,7,4,NaN,,NaN,,,,NaN,NaN
2009,Michael Crabtree,0.0,,215,4,,,,,,44.0,10,1.0,1,3,96,0.0,2.0
2011,Caleb Schlauderaff,8.0,,305,5,,,,,,18.0,179,15.0,24,NA,30,0.0,3.0
2012,Josh Robinson,1.0,,199,4,38,17,133,6,3,19.0,205,11.0,21,240,41,0.0,5.0
2016,Deandre Elliott,1.0,,188,4,41,,125,6,3,81.0,NA,0.0,25,208,50,NaN,NaN
2016,Stephen Weatherly,7.0,,267,4,31,23,117,,,68.0,227,3.0,15,190,54,1.0,4.0
2017,John Ross,0.0,,188,4,37,,133,,,34.0,9,7.0,3,20,90,0.0,2.0
2018,Jamarco Jones,5.0,,299,5,24,,102,8,4,3.0,168,17.0,10,108,69,0.0,3.0
2019,Ashton Dulin,0.0,,215,4,38,13,121,7,4,NaN,,NaN,,,,NaN,NaN
2019,Jack Fox,15.0,,213,4,27,,114,,,NaN,,NaN,,,,NaN,NaN
2020,Tremayne Anchrum,14.0,,314,5,24,26,104,,,5.0,250,34.0,11,196,49,0.0,3.0
2021,E.J. Muhammad,19.0,,184,4,31,,116,7,4,NaN,,NaN,,,,NaN,NaN
2022,Zakoby McClain,13.0,,228,4,33,,117,,,NaN,,NaN,,,,NaN,NaN
2002,Fred Weary,12.0,,308,5,32,34,104,7,4,4.0,97,28.0,NA,NA,NA,0.0,3.0
2012,Brandon Mosley,5.0,,314,5,27,30,103,7,4,21.0,131,25.0,10,114,68,0.0,3.0
2017,Julien Davenport,5.0,,318,5,27,18,106,7,4,232.0,130,30.0,8,128,67,NaN,NaN
2000,Rondell Mealey,2.0,,212,4,33,,120,6,4,1.0,252,15.0,NA,NA,NA,0.0,5.0
2004,Ryon Bingham,6.0,,303,5,30,33,109,7,4,24.0,204,26.0,31,351,32,1.0,1.0
2007,Dashon Goldson,3.0,,205,4,34,12,115,7,4,34.0,126,1.0,15,188,51,1.0,0.0
2021,Elijah Moore,0.0,,,4,36,17,121,6,4,37.0,34,18.0,4,23,90,0.0,2.0
2022,Mike Rose,13.0,,245,,34,,121,,,NaN,,NaN,,,,NaN,NaN
2007,Dustin Fry,12.0,,314,5,,34,,,,5.0,139,32.0,10,274,33,0.0,3.0
2009,Darryl Richard,6.0,,303,5,25,17,,,,56.0,234,22.0,18,197,49,1.0,1.0
2010,Preston Parker,0.0,,199,4,35,16,117,,4,NaN,,NaN,,,,NaN,NaN
2011,Jerrel Jernigan,0.0,,185,4,37,11,124,7,4,104.0,83,25.0,10,74,78,0.0,2.0
2013,Matt Barkley,10.0,,227,4,,,,,,0.0,98,8.0,3,43,87,0.0,7.0
2016,Cory Littleton,7.0,,238,4,29,,114,7,4,34.0,NA,0.0,25,321,33,NaN,NaN
2016,Brandon Shell,5.0,,324,5,30,22,112,,,26.0,158,18.0,21,266,40,0.0,3.0
2022,Daniel Bellinger,9.0,,253,4,34,22,125,7,4,NaN,,NaN,,,,NaN,NaN
2000,Bill Burke,10.0,,206,5,28,,107,7,4,NaN,,NaN,,,,NaN,NaN
2001,Brian Natkin,9.0,,251,4,27,20,98,7,4,NaN,,NaN,,,,NaN,NaN
2003,Julian Battle,1.0,,205,4,,,,,,20.0,92,27.0,NA,NA,NA,1.0,0.0
2005,Dan Connolly,5.0,,311,5,28,22,108,7,4,266.0,NA,0.0,15,278,40,NaN,NaN
2006,Maurice Stovall,0.0,,217,4,35,,122,6,4,9.0,90,10.0,5,57,84,0.0,2.0
2008,Quintin Demps,3.0,,206,4,31,16,110,,,83.0,117,8.0,8,139,60,1.0,0.0
2008,John Sullivan,12.0,,301,5,30,21,103,7,4,51.0,147,29.0,NA,NA,NA,0.0,3.0
2014,Joel Bitonio,8.0,,302,4,32,22,114,7,4,82.0,35,14.0,6,31,89,0.0,3.0
2014,Phillip Gaines,1.0,,193,4,36,11,122,6,4,120.0,87,27.0,11,81,71,1.0,0.0
2017,Riley Bullough,11.0,,226,,31,20,116,,,23.0,NA,0.0,19,287,37,NaN,NaN
2017,Marcus Maye,3.0,,210,,,,,,,4.0,39,18.0,3,36,87,1.0,0.0
2021,Adam Krumholz,0.0,,193,4,35,11,118,7,4,NaN,,NaN,,,,NaN,NaN
2002,Raonall Smith,7.0,,244,4,42,26,125,7,4,58.0,38,3.0,NA,NA,NA,1.0,4.0
2006,Charles Bennett,4.0,,258,4,33,19,115,7,4,141.0,190,29.0,NA,NA,NA,1.0,1.0
2006,Jay Cutler,10.0,,226,4,,23,,7,4,68.0,11,21.0,3,11,96,0.0,7.0
2008,Bruce Davis,7.0,,252,4,29,19,109,7,4,29.0,88,5.0,8,106,69,1.0,4.0
2008,Jerome Felton,16.0,,241,4,32,30,110,7,4,149.0,146,9.0,4,NA,43,0.0,5.0
2008,Jerod Mayo,11.0,,242,4,32,,114,7,4,20.0,10,22.0,2,16,94,1.0,4.0
2009,Quan Cosby,0.0,,196,4,,,,7,4,8.0,NA,0.0,26,202,49,NaN,NaN
2012,Marquis Maze,0.0,,186,4,33,,112,,,6.0,NA,0.0,36,245,37,NaN,NaN
2014,Zach Moore,4.0,,269,4,33,23,123,7,4,237.0,198,22.0,18,207,46,1.0,1.0
2016,Austin Hooper,9.0,,254,4,33,19,117,7,4,16.0,81,19.0,3,62,79,0.0,6.0
2018,Carlton Davis,1.0,,203,4,34,16,124,,,21.0,63,10.0,9,83,74,1.0,0.0
2001,Jeff McCurley,12.0,,280,5,,,,,,NaN,,NaN,,,,NaN,NaN
2005,Gerald Sensabaugh,3.0,,214,4,46,17,133,,,30.0,157,13.0,NA,NA,NA,1.0,0.0
2010,Joe Hawley,12.0,,297,5,26,35,105,7,4,NaN,,NaN,,,,0.0,3.0
2011,Jordan Todman,2.0,,203,4,38,25,126,7,4,69.0,183,26.0,12,128,65,0.0,5.0
2013,Cordarrelle Patterson,0.0,,216,4,37,,128,,,20.0,29,3.0,3,29,89,0.0,2.0
2018,Mike Badgley,18.0,,183,4,,,111,,,NaN,,NaN,,,,NaN,NaN
2020,Tony Brown,0.0,,198,4,33,14,119,7,4,43.0,135,30.0,NA,NA,NA,1.0,0.0
2002,Jason Ball,12.0,,301,5,29,27,94,7,4,NaN,,NaN,,,,NaN,NaN
2004,Spencer Johnson,6.0,,286,5,30,19,111,7,4,NaN,,NaN,,,,NaN,NaN
2008,D.J. Wolfe,3.0,,207,4,28,,112,7,4,NaN,,NaN,,,,NaN,NaN
2012,Derrick Shelby,4.0,,266,4,35,26,116,7,4,NaN,,NaN,,,,NaN,NaN
2013,Everett Dawkins,6.0,,292,5,30,23,103,7,4,2.0,229,3.0,17,191,52,1.0,1.0
2000,Trevor Gaylor,0.0,,199,4,37,,121,7,4,106.0,111,26.0,NA,NA,NA,0.0,2.0
2002,LeCharles Bentley,12.0,,299,5,25,,103,7,4,3.0,44,28.0,NA,NA,NA,0.0,3.0
2002,Robert Royal,9.0,,253,4,31,14,114,7,4,1.0,160,23.0,NA,NA,NA,0.0,6.0
2003,Ian Scott,6.0,,312,5,28,28,99,8,5,4.0,116,29.0,NA,NA,NA,1.0,1.0
2006,Kader Drame,6.0,,290,5,30,17,108,8,,NaN,,NaN,,,,NaN,NaN
2007,Charles Johnson,4.0,,270,4,34,33,118,7,,7.0,83,20.0,9,54,82,1.0,1.0
2015,Tyler Lockett,0.0,,182,4,35,,121,6,4,47.0,69,17.0,10,52,82,0.0,2.0
2021,Jacob Harris,0.0,,219,4,40,15,133,6,4,63.0,141,34.0,NA,NA,NA,0.0,2.0
2003,Mark Brown,11.0,,238,4,37,,121,7,4,NaN,,NaN,,,,1.0,4.0
2009,Cody Glenn,7.0,,244,4,,25,,,,24.0,158,23.0,27,NA,30,1.0,4.0
2015,Sean Hickey,5.0,,309,5,,35,,,,27.0,NA,0.0,20,220,44,NaN,NaN
2021,Peyton Ramsey,10.0,,215,4,28,,108,7,4,NaN,,NaN,,,,NaN,NaN
2000,Shane Lechler,15.0,,234,,,,,,,15.0,142,31.0,NA,NA,NA,2.0,8.0
2003,Chuck Klabo,5.0,,291,5,,,,,,NaN,,NaN,,,,NaN,NaN
2005,Jerron Wishom,1.0,,193,4,38,18,118,6,4,NaN,,NaN,,,,NaN,NaN
2008,John David Booty,10.0,,218,4,22,,99,,4,0.0,137,3.0,5,74,78,0.0,7.0
2014,Jordan Matthews,0.0,,212,4,35,21,120,6,4,68.0,42,8.0,9,49,83,0.0,2.0
2020,Ben Bredeson,14.0,,315,,,,,,,14.0,143,6.0,8,158,57,0.0,3.0
2006,Bruce Gradkowski,10.0,,217,4,34,,107,7,4,93.0,194,10.0,9,136,63,0.0,7.0
2015,Tyeler Davison,6.0,,316,5,33,32,105,7,4,43.0,154,28.0,18,193,48,1.0,1.0
2015,Josh Robinson,2.0,,217,4,32,21,113,,,63.0,66,3.0,6,61,82,0.0,5.0
2018,Brian Allen,12.0,,298,5,26,27,99,7,4,16.0,204,11.0,NA,NA,NA,1.0,4.0
2019,Demarcus Christmas,17.0,,294,5,25,22,101,8,5,2.0,209,17.0,19,222,52,1.0,1.0
2021,Brady Davis,10.0,,,4,31,,114,7,4,NaN,,NaN,,,,NaN,NaN
2022,Calvin Austin,0.0,,170,4,39,,135,6,4,NaN,,NaN,,,,NaN,NaN
2000,Joey Chustz,5.0,,304,5,31,28,103,7,4,87.0,123,13.0,NA,NA,NA,0.0,3.0
2002,Dameon Hunter,2.0,,219,4,30,,113,,,NaN,,NaN,,,,NaN,NaN
2011,Ryan Whalen,0.0,,202,4,38,18,123,6,4,16.0,167,7.0,27,215,45,0.0,2.0
2012,Michael Floyd,0.0,,220,4,36,16,122,,,9.0,13,16.0,2,15,93,0.0,2.0
2014,Arthur Lynch,9.0,,258,4,29,28,116,7,4,7.0,155,24.0,11,218,45,0.0,6.0
2015,Cam Worthy,0.0,,211,4,,12,,,,73.0,NA,0.0,36,242,41,NaN,NaN
2017,Jeremy Sprinkle,9.0,,252,4,29,,116,,,25.0,154,23.0,12,170,58,0.0,6.0
2020,Van Jefferson,0.0,,200,,,,,,,4.0,57,34.0,18,113,67,0.0,2.0
2022,Esezi Otomewo,4.0,,282,,,,,,,NaN,,NaN,,,,NaN,NaN
2022,Jeremy Ruckert,9.0,,250,,,19,,,,NaN,,NaN,,,,NaN,NaN
2001,Marlon McCree,3.0,,197,4,38,10,117,7,4,52.0,233,13.0,NA,NA,NA,1.0,0.0
2002,Brian Allen,2.0,,209,4,33,19,112,6,4,18.0,173,5.0,24,179,55,1.0,0.0
2004,Will Smith,4.0,,275,4,,,,,,44.0,238,4.0,48,NA,30,1.0,4.0
2005,Jamaal Brimmer,3.0,,216,4,32,16,113,7,4,10.0,NA,0.0,19,225,50,NaN,NaN
2011,Greg Salas,0.0,,210,4,37,15,120,6,4,NaN,,NaN,,,,0.0,2.0
2012,Jeff Allen,5.0,,307,5,27,26,102,8,4,51.0,44,27.0,2,34,89,1.0,0.0
2012,Cam Johnson,4.0,,268,4,35,,105,7,4,50.0,237,1.0,12,97,70,1.0,1.0
2013,Kiko Alonso,11.0,,238,4,,,,,,17.0,46,2.0,6,99,72,1.0,4.0
2015,Ben Koyack,9.0,,255,4,,,,,,9.0,229,13.0,10,178,50,0.0,6.0
2019,Alex Bars,14.0,,312,,,,,,,9.0,NA,0.0,16,258,46,NaN,NaN
2000,Chris Chaloupka,10.0,,216,4,,,,,,NaN,,NaN,,,,NaN,NaN
2005,Fabian Washington,1.0,,188,4,41,18,129,,3,24.0,23,31.0,4,26,91,1.0,0.0
2007,Adam Graessle,15.0,,215,4,,,,,,NaN,,NaN,,,,NaN,NaN
2007,Antonio Pittman,2.0,,207,4,35,16,123,6,4,3.0,107,28.0,4,58,82,0.0,5.0
2009,Taurus Johnson,0.0,,206,4,35,18,121,7,4,NaN,,NaN,,,,NaN,NaN
2011,Cecil Shorts,0.0,,205,4,34,21,114,6,4,186.0,114,13.0,17,129,65,0.0,2.0
2015,David Johnson,2.0,,224,4,41,25,127,6,4,99.0,86,16.0,9,96,69,0.0,5.0
2015,Marcus Mariota,10.0,,222,4,36,,121,6,4,17.0,2,12.0,2,5,93,0.0,7.0
