Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Team,Round,Pick,side,category,pos_abbr,school_abbr,overall,pos_rk,ovr_rk,grade
Jordan Zumwalt,6.0,76,235,4.76,33.0,,116.0,6.99,4.25,2014,6.0,6,192,1.0,4.0,10.0,27.0,192,19,233,42
Hayden Hunt,14.0,72,212,,,,,,,2017,NaN,,,NaN,NaN,NaN,NaN,,,,
Armanti Edwards,0.0,71,187,4.41,,,,,,2010,9.0,3,89,0.0,3.0,0.0,95.0,89,20,NA,60
Joshua Kalu,17.0,73,195,4.58,41.5,17.0,134.0,,,2018,NaN,,,NaN,NaN,NaN,NaN,,,,
Roc Alexander,1.0,71,185,4.35,39.5,,125.0,6.97,4.23,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Max Jean-Gilles,7.0,76,355,5.48,24.5,27.0,95.0,8.56,5.08,2006,8.0,4,99,0.0,2.0,7.0,7.0,99,2,50,85
Jason Jowers,7.0,78,319,5.44,29.5,,101.0,8.32,4.86,2003,NaN,,,NaN,NaN,NaN,NaN,,,,
Chris Jones-01,5.0,74,302,5.33,,30.0,,7.34,4.44,2013,16.0,6,198,NaN,NaN,NaN,NaN,,,,
Tavaris Barnes,3.0,76,282,4.8,,22.0,,,,2015,NaN,,,NaN,NaN,2.0,14.0,NA,22,252,39
Xavier Cooper,5.0,75,293,4.86,29.0,29.0,110.0,7.23,4.37,2015,2.0,3,96,1.0,1.0,4.0,59.0,96,8,93,70
Britton Colquitt,14.0,75,205,4.89,,,,,,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Terrence Holt,11.0,74,208,4.55,34.5,13.0,122.0,6.99,4.03,2003,15.0,5,137,1.0,0.0,5.0,0.0,137,NA,NA,NA
Billy Silva,10.0,75,244,4.68,,,,,,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Mike Tepper,7.0,77,324,5.31,26.5,28.0,94.0,7.95,5.25,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Roscoe Parrish,0.0,70,168,4.37,,,,,,2005,7.0,2,55,0.0,3.0,0.0,71.0,55,8,49,86
Nate Triplett,6.0,75,250,4.7,33.0,20.0,115.0,7.02,4.37,2010,3.0,5,167,1.0,4.0,NaN,NaN,,,,
Denver Kirkland,4.0,76,335,5.55,22.5,19.0,94.0,8.72,5.06,2016,NaN,,,NaN,NaN,7.0,21.0,NA,15,254,42
Charles Johnson,3.0,74,270,4.84,34.0,33.0,118.0,7.5,,2007,9.0,3,83,0.0,3.0,4.0,38.0,71,NA,NA,NA
Robert Sands,11.0,76,217,4.53,35.0,12.0,124.0,7.03,4.06,2011,12.0,5,134,1.0,0.0,12.0,46.0,134,11,173,55
Nelson Spruce,0.0,73,206,4.69,35.0,12.0,114.0,7.09,4.2,2016,NaN,,,NaN,NaN,NaN,NaN,,,,
Leon Robinson,7.0,76,314,5.22,36.0,22.0,109.0,8.27,4.76,2005,NaN,,,NaN,NaN,NaN,NaN,,,,
Tony Bergstrom,4.0,77,313,5.19,29.5,32.0,101.0,7.95,4.84,2012,23.0,3,95,0.0,2.0,7.0,32.0,95,10,141,60
Kevin Boothe,4.0,77,316,5.41,31.5,23.0,98.0,8.36,5.07,2006,23.0,6,176,0.0,2.0,7.0,184.0,176,7,150,60
Delano Hill,11.0,73,216,4.47,33.5,17.0,115.0,6.96,4.27,2017,0.0,3,95,1.0,0.0,12.0,13.0,95,19,203,49
J.T. Thomas,6.0,73,241,4.65,30.5,23.0,114.0,7.23,4.28,2011,26.0,6,195,0.0,3.0,5.0,5.0,24,NA,NA,NA
Scott Wells,13.0,74,300,5.3,31.0,31.0,109.0,7.56,4.35,2004,5.0,7,251,0.0,2.0,14.0,9.0,251,5,163,59
Brad Meester,13.0,75,298,5.12,34.0,25.0,110.0,7.46,4.43,2000,20.0,2,60,0.0,2.0,14.0,106.0,60,NA,NA,NA
Danario Alexander,0.0,77,215,4.62,,,,,,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Kenyan Drake,2.0,73,210,4.45,34.5,10.0,123.0,7.04,4.21,2016,18.0,3,73,0.0,5.0,1.0,6.0,73,7,98,70
Derrick Morgan,3.0,75,266,4.77,34.0,,112.0,7.12,4.43,2010,10.0,1,16,1.0,1.0,2.0,44.0,16,1,9,95
Kevon Seymour,1.0,71,186,4.39,35.0,12.0,124.0,,4.18,2016,7.0,6,218,1.0,0.0,6.0,3.0,218,23,193,54
Kyle Moore,3.0,77,272,4.76,30.5,22.0,105.0,7.4,4.47,2009,17.0,4,117,1.0,1.0,2.0,3.0,117,13,120,63
Tony Okanlawon,1.0,70,185,4.67,38.0,16.0,118.0,7.37,4.39,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
James-Michael Johnson,10.0,73,241,4.6,37.0,23.0,124.0,7.34,4.37,2012,2.0,4,120,1.0,4.0,13.0,83.0,120,5,122,65
Anthony Malbrough,1.0,69,184,4.44,35.5,20.0,117.0,6.73,4.0,2000,2.0,5,130,1.0,0.0,5.0,63.0,130,NA,NA,NA
Nick Mangold,13.0,76,300,5.05,27.5,24.0,104.0,7.47,4.36,2006,25.0,1,29,0.0,2.0,14.0,2.0,29,1,25,92
Bhawoh Jue,1.0,72,199,4.54,34.5,,113.0,7.21,4.27,2001,5.0,3,71,1.0,0.0,5.0,15.0,71,NA,NA,NA
Kelvin Taylor,2.0,70,207,4.6,32.0,15.0,113.0,,,2016,4.0,6,211,0.0,5.0,1.0,4.0,211,10,136,62
Quentin Harris,11.0,72,216,4.61,36.5,14.0,120.0,7.59,4.34,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Leon Joe,6.0,72,230,4.49,39.0,30.0,,,,2004,26.0,4,112,1.0,4.0,9.0,38.0,112,20,274,42
Juwan Simpson,6.0,74,225,4.55,34.5,15.0,123.0,7.22,4.42,2007,NaN,,,NaN,NaN,10.0,6.0,NA,16,181,53
Levi Brown-01,4.0,77,323,5.4,25.5,31.0,97.0,7.87,4.89,2007,11.0,1,5,NaN,NaN,NaN,NaN,,,,
Darrelle Revis,1.0,71,204,4.38,,16.0,,,,2007,25.0,1,14,1.0,0.0,5.0,39.0,14,2,10,95
Corey Simon,5.0,74,297,4.83,,,,,,2000,8.0,1,6,1.0,1.0,4.0,5.0,6,NA,NA,NA
Javier Arenas,1.0,69,197,4.6,,,112.0,,,2010,29.0,2,50,1.0,0.0,6.0,6.0,50,13,NA,69
Carlos Watkins,5.0,75,309,,,25.0,,,,2017,16.0,4,142,1.0,1.0,4.0,14.0,142,8,104,72
Kevin Dudley,15.0,72,238,4.91,30.0,19.0,109.0,7.25,4.56,2005,NaN,,,NaN,NaN,NaN,NaN,,,,
Robert Herron,0.0,69,193,4.48,35.5,18.0,125.0,6.84,4.27,2014,17.0,6,185,0.0,3.0,0.0,103.0,185,17,103,67
Kevin Johnson,1.0,72,188,4.52,41.5,,130.0,6.79,3.89,2015,16.0,1,16,1.0,0.0,4.0,175.0,86,NA,NA,NA
Chad Henne,8.0,75,230,4.92,25.5,,106.0,7.17,4.4,2008,18.0,2,57,0.0,7.0,11.0,13.0,57,3,27,90
Dezmen Southward,12.0,72,211,4.38,,,,,,2014,21.0,3,68,1.0,0.0,NaN,NaN,,,,
Boone Stutz,19.0,78,259,5.06,,,,,,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Trey Hendrickson,3.0,76,266,4.65,33.5,,122.0,7.03,4.2,2017,27.0,3,103,1.0,4.0,2.0,146.0,103,8,83,75
Brad Butler,4.0,79,310,5.29,,,,,,2006,7.0,5,143,0.0,2.0,3.0,41.0,143,24,NA,36
Zach Quaccia,13.0,76,309,5.37,26.5,23.0,93.0,7.9,4.63,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Stafon Johnson,2.0,71,214,4.62,35.5,13.0,118.0,,,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Jeff Allen,4.0,76,307,5.17,27.5,26.0,102.0,8.01,4.9,2012,29.0,2,44,0.0,2.0,7.0,45.0,44,2,34,89
T.A. McLendon,2.0,70,235,4.71,35.0,27.0,117.0,7.34,4.19,2005,NaN,,,NaN,NaN,1.0,0.0,NA,14,118,68
Bill Swancutt,3.0,76,270,5.0,34.0,23.0,113.0,7.35,4.24,2005,15.0,6,184,1.0,1.0,2.0,51.0,184,18,195,55
Dres Anderson,0.0,73,187,4.54,,13.0,,,,2015,NaN,,,NaN,NaN,0.0,32.0,NA,27,163,51
Eddie Johnson,14.0,75,232,5.17,,,,,,2003,3.0,6,180,1.0,4.0,9.0,22.0,187,NA,NA,NA
Jon Cooper,13.0,74,291,5.09,29.5,31.0,105.0,7.46,4.6,2009,NaN,,,NaN,NaN,NaN,NaN,,,,
Kevin Smith,2.0,73,217,4.53,32.0,,120.0,6.74,4.49,2008,15.0,3,64,1.0,0.0,1.0,27.0,185,NA,NA,NA
Danny Farmer,0.0,75,217,4.58,,,,,,2000,6.0,4,103,0.0,3.0,0.0,27.0,103,NA,NA,NA
Terrance Martin,5.0,75,299,5.15,,30.0,,,,2003,NaN,,,NaN,NaN,NaN,NaN,,,,
Clifton Ryan,5.0,75,310,5.12,26.5,25.0,102.0,7.49,4.69,2007,24.0,5,154,1.0,1.0,4.0,31.0,154,24,298,31
Mike Jones,7.0,77,309,5.46,25.5,28.0,98.0,7.8,4.88,2007,NaN,,,1.0,1.0,8.0,17.0,54,NA,NA,NA
Peyton Hillis,15.0,73,240,4.64,30.5,26.0,117.0,7.15,,2008,13.0,7,227,0.0,5.0,16.0,21.0,227,2,NA,53
David Carr,8.0,75,223,4.67,35.0,,108.0,7.05,4.28,2002,16.0,1,1,0.0,7.0,11.0,56.0,1,NA,NA,NA
Ricky Henry,7.0,75,308,5.68,24.0,20.0,90.0,7.98,4.68,2011,NaN,,,NaN,NaN,NaN,NaN,,,,
James Williams,0.0,71,180,4.59,36.0,,123.0,7.22,4.16,2000,0.0,6,175,1.0,4.0,0.0,72.0,175,NA,NA,NA
LeRon McClain,15.0,72,256,4.75,29.5,14.0,113.0,7.14,4.47,2007,1.0,4,137,NaN,NaN,NaN,NaN,,,,
Damarius Bilbo,0.0,74,214,4.7,36.5,19.0,115.0,6.9,4.18,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Rocky Bernard,5.0,75,294,4.96,33.0,30.0,108.0,7.43,4.41,2002,0.0,5,146,1.0,1.0,2.0,17.0,146,NA,NA,NA
Pork Chop Womack,7.0,76,345,5.51,29.5,23.0,97.0,8.78,4.96,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Shawn Worthen,5.0,73,310,5.18,30.0,23.0,103.0,7.5,4.61,2001,3.0,4,130,1.0,1.0,4.0,49.0,130,NA,NA,NA
Jordan Black,4.0,78,314,5.18,30.0,,106.0,7.65,4.5,2003,29.0,5,153,0.0,2.0,3.0,11.0,153,NA,NA,NA
Thomas Howard,6.0,75,239,4.42,39.0,21.0,124.0,6.96,4.28,2006,23.0,2,38,1.0,4.0,9.0,63.0,67,NA,NA,NA
Carl Lawson,3.0,74,261,4.67,33.0,35.0,114.0,7.46,4.19,2017,12.0,4,116,1.0,4.0,2.0,18.0,116,12,101,73
Dominique Alexander,10.0,72,232,4.64,28.5,17.0,104.0,,,2016,NaN,,,NaN,NaN,13.0,10.0,NA,16,293,36
Ladarius Gunter,11.0,73,202,4.62,33.5,12.0,108.0,7.18,4.41,2015,NaN,,,NaN,NaN,6.0,8.0,NA,25,208,46
Caleb Benenoch,4.0,77,311,4.98,28.0,,104.0,8.15,5.11,2016,17.0,5,148,0.0,2.0,3.0,27.0,148,11,138,61
L.J. Smith,9.0,75,258,4.62,37.0,26.0,122.0,6.74,4.25,2003,8.0,2,61,0.0,6.0,8.0,67.0,61,NA,NA,NA
Dan Vitale,15.0,73,239,4.6,38.5,30.0,123.0,7.12,4.12,2016,17.0,6,197,0.0,5.0,16.0,66.0,197,1,259,41
Chris Jones-02,0.0,70,182,4.63,32.5,8.0,119.0,6.91,4.19,2015,NaN,,,NaN,NaN,NaN,NaN,,,,
Danieal Manning,1.0,71,202,4.48,39.0,17.0,123.0,7.23,4.07,2006,26.0,2,42,1.0,0.0,5.0,157.0,42,6,69,79
Jimmy Kennedy,5.0,76,322,5.2,,,,,,2003,24.0,1,12,1.0,1.0,4.0,15.0,12,NA,NA,NA
Chris Smith,6.0,73,266,4.66,37.0,28.0,121.0,7.55,4.46,2014,20.0,5,159,1.0,1.0,2.0,21.0,159,10,112,65
Daeshon Hall,3.0,77,266,4.76,36.0,18.0,123.0,7.03,4.38,2017,9.0,3,77,1.0,1.0,2.0,17.0,77,11,93,73
Lauvale Sape,5.0,74,297,5.21,31.5,,111.0,7.73,4.72,2003,7.0,6,187,1.0,1.0,4.0,32.0,187,NA,NA,NA
Clifton Smith,10.0,74,253,4.88,,,,,,2003,NaN,,,NaN,NaN,NaN,NaN,,,,
Scott Tercero,7.0,76,303,5.23,28.5,25.0,103.0,7.81,4.51,2003,24.0,6,184,0.0,2.0,7.0,25.0,184,NA,NA,NA
Willie Beavers,4.0,77,321,5.28,25.5,20.0,103.0,7.96,4.71,2016,3.0,4,121,0.0,2.0,7.0,107.0,121,11,169,57
Carson Wentz,8.0,77,237,4.77,30.5,,118.0,6.86,4.15,2016,8.0,1,2,0.0,7.0,11.0,111.0,2,1,10,91
Devery Henderson,0.0,71,198,4.41,,,,,,2004,27.0,2,50,0.0,3.0,0.0,1.0,50,9,44,86
Jason Phillips,10.0,73,239,4.6,34.0,20.0,120.0,,4.32,2009,1.0,5,137,0.0,3.0,NaN,NaN,,,,
Abraham Elimimian,1.0,70,190,4.62,39.0,14.0,121.0,,4.05,2005,NaN,,,NaN,NaN,6.0,65.0,NA,27,281,39
Peter Sirmon,10.0,74,246,4.84,34.5,20.0,115.0,7.21,4.27,2000,10.0,4,128,1.0,4.0,9.0,26.0,128,NA,NA,NA
Charles Davis,9.0,77,263,4.87,31.5,27.0,108.0,7.53,4.37,2006,6.0,5,167,0.0,6.0,8.0,47.0,167,12,NA,58
Greg Reid,1.0,68,190,4.46,,10.0,,,,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
Marcus Lucas,0.0,76,218,4.6,36.0,20.0,124.0,7.07,4.25,2014,NaN,,,NaN,NaN,NaN,NaN,,,,
Paxton Lynch,8.0,79,244,4.86,36.0,,118.0,7.14,4.26,2016,13.0,1,26,0.0,7.0,11.0,82.0,26,3,38,85
Chase Minnifield,1.0,70,183,4.63,,7.0,,,,2012,NaN,,,NaN,NaN,6.0,41.0,NA,17,123,64
Randy Fasani,8.0,75,224,4.77,31.5,,106.0,6.75,3.87,2002,9.0,5,137,0.0,7.0,11.0,20.0,137,NA,NA,NA
Markus Zusevics,4.0,77,303,5.08,,,,,,2012,NaN,,,NaN,NaN,3.0,23.0,NA,13,155,58
Darrell Adams,3.0,77,277,5.0,27.0,22.0,109.0,7.91,4.76,2006,NaN,,,NaN,NaN,NaN,NaN,,,,
Jeremy Geathers,3.0,74,256,4.96,28.0,29.0,105.0,7.28,4.49,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Atrews Bell,0.0,71,218,4.52,,,,,,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Derrius Guice,2.0,70,224,4.49,31.5,15.0,,,,2018,NaN,,,0.0,5.0,1.0,1.0,59,4,35,86
Trae Waynes,1.0,72,186,4.31,38.0,19.0,122.0,7.06,4.39,2015,3.0,1,11,1.0,0.0,6.0,31.0,11,1,10,91
DeAngelo Hall,1.0,70,202,4.34,,,,,,2004,21.0,1,8,1.0,0.0,5.0,12.0,8,1,8,97
Chris Givens,0.0,71,198,4.35,33.5,19.0,118.0,6.97,4.23,2012,24.0,4,96,0.0,3.0,0.0,62.0,96,11,82,74
Justin Hunter,0.0,76,196,4.44,39.5,,136.0,,4.33,2013,10.0,2,34,0.0,3.0,0.0,9.0,34,2,25,90
Rocky Boiman,6.0,76,242,4.6,35.0,17.0,122.0,6.86,4.05,2002,10.0,4,133,1.0,4.0,9.0,11.0,133,NA,NA,NA
Geronimo Allison,0.0,75,196,4.67,33.0,,127.0,7.4,4.28,2016,NaN,,,NaN,NaN,0.0,45.0,NA,43,268,39
Chidobe Awuzie,1.0,72,202,4.43,34.5,16.0,132.0,6.81,4.14,2017,14.0,2,60,1.0,0.0,6.0,34.0,60,8,49,83
Jamal Lewis,2.0,72,240,4.58,,23.0,,,,2000,1.0,1,5,0.0,5.0,1.0,9.0,5,NA,NA,NA
Soma Vainuku,15.0,71,246,4.68,32.0,26.0,108.0,,,2016,NaN,,,NaN,NaN,NaN,NaN,,,,
Dominique Brown,2.0,74,234,4.63,,17.0,,,,2015,NaN,,,NaN,NaN,1.0,22.0,NA,28,294,34
Travis Lewis,6.0,73,246,4.83,36.0,22.0,122.0,,,2012,15.0,7,223,1.0,4.0,10.0,10.0,223,15,168,54
Willie McNeill,4.0,76,291,5.3,,,,,,2005,NaN,,,NaN,NaN,NaN,NaN,,,,
Shannon Money,7.0,75,295,5.22,33.5,25.0,107.0,,,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Corey Crume,2.0,71,225,4.76,37.0,15.0,115.0,7.36,4.32,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Tyron Smith,4.0,77,307,4.93,,29.0,,,,2011,14.0,1,9,0.0,2.0,3.0,3.0,9,1,10,95
Tony Johnson,0.0,71,202,4.61,32.5,,118.0,7.16,4.16,2004,NaN,,,0.0,6.0,NaN,NaN,,,,
Jesse Mahelona,5.0,72,311,5.37,,,,,,2006,10.0,5,169,1.0,1.0,4.0,9.0,169,14,145,61
Dennis Rogan,11.0,69,185,4.73,38.0,,118.0,,4.1,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Justin Woodall,12.0,73,223,4.64,34.0,13.0,118.0,6.88,4.17,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
LeGarrette Blount,2.0,72,241,4.7,35.0,18.0,117.0,6.85,4.49,2010,NaN,,,NaN,NaN,NaN,NaN,,,,
Doug Kaufusi,4.0,78,313,5.47,,,,,,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Husain Abdullah,11.0,72,204,4.63,32.5,16.0,115.0,7.07,,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
Constantin Ritzmann,3.0,75,259,4.97,29.0,24.0,108.0,7.39,4.48,2004,NaN,,,NaN,NaN,NaN,NaN,,,,
Ben Gedeon,10.0,74,244,4.75,34.5,27.0,119.0,6.98,4.13,2017,3.0,4,120,1.0,4.0,13.0,13.0,120,9,99,73
Arnold Jackson,0.0,68,167,4.48,41.0,,127.0,7.42,4.11,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Rishaw Johnson,7.0,75,313,5.12,31.5,22.0,108.0,7.87,4.53,2012,NaN,,,NaN,NaN,7.0,25.0,NA,19,220,41
Kory Lichtensteiger,13.0,74,298,5.25,23.0,,104.0,7.6,4.56,2008,13.0,4,108,0.0,2.0,14.0,142.0,108,6,NA,53
Patrick Ramsey,8.0,74,219,5.24,33.5,,112.0,7.12,4.09,2002,28.0,1,32,0.0,7.0,11.0,105.0,32,NA,NA,NA
Max Garcia,13.0,76,309,5.24,,,,,,2015,13.0,4,133,0.0,2.0,18.0,4.0,133,4,132,60
Ashton Lampkin,1.0,72,189,4.52,34.5,19.0,120.0,,,2017,NaN,,,NaN,NaN,6.0,33.0,NA,25,208,49
Geno Smith,8.0,74,218,4.58,33.5,,124.0,,,2013,25.0,2,39,0.0,7.0,11.0,46.0,39,1,28,89
Cameron Johnston,14.0,71,194,4.92,,,,,,2017,NaN,,,NaN,NaN,15.0,2.0,NA,1,272,39
Frank Okam,5.0,76,347,5.32,23.0,32.0,104.0,8.07,4.95,2008,16.0,5,151,1.0,1.0,4.0,16.0,151,13,140,60
Kyle Wilson,1.0,70,194,4.43,,25.0,,,,2010,25.0,1,29,1.0,0.0,6.0,53.0,29,3,24,92
Adam Carriker,3.0,78,296,4.9,33.5,33.0,110.0,7.06,4.18,2007,24.0,1,13,1.0,1.0,2.0,19.0,13,3,14,94
Little John Flowers,2.0,71,214,4.72,34.0,19.0,110.0,7.09,4.08,2002,NaN,,,NaN,NaN,NaN,NaN,,,,
Tavares Gooden,10.0,73,234,4.62,35.0,22.0,118.0,,,2008,1.0,3,71,1.0,4.0,13.0,8.0,71,3,67,80
Darryl Sharpton,10.0,71,236,4.81,,24.0,,7.19,4.42,2010,16.0,4,102,1.0,4.0,13.0,8.0,102,9,NA,53
Pedro Sosa,4.0,76,300,5.29,,19.0,,,,2008,NaN,,,NaN,NaN,NaN,NaN,,,,
T.J. Watt,6.0,76,252,4.69,37.0,21.0,128.0,6.79,4.13,2017,6.0,1,30,1.0,4.0,10.0,64.0,30,3,37,86
Luke Kuechly,10.0,75,242,4.58,38.0,27.0,123.0,6.92,4.12,2012,9.0,1,9,1.0,4.0,13.0,37.0,9,1,6,96
Eric Wood,13.0,76,310,5.19,30.5,30.0,99.0,7.56,4.51,2009,7.0,1,28,0.0,2.0,14.0,22.0,28,2,41,86
Marcus Trufant,1.0,71,199,4.38,39.0,11.0,127.0,6.87,4.32,2003,0.0,1,11,1.0,0.0,5.0,59.0,11,NA,NA,NA
Nate Byham,9.0,76,268,4.97,29.0,,109.0,,,2010,4.0,6,182,0.0,6.0,8.0,39.0,182,48,NA,30
Damian Williams,0.0,73,197,4.52,38.0,19.0,118.0,6.79,4.24,2010,10.0,3,77,0.0,3.0,0.0,3.0,77,5,55,82
Austin Pettis,0.0,75,209,4.56,33.5,14.0,120.0,6.68,3.88,2011,24.0,3,78,0.0,3.0,0.0,53.0,78,14,111,70
LaVar Glover,1.0,69,177,4.59,37.0,11.0,117.0,7.18,4.29,2002,6.0,7,212,1.0,0.0,5.0,69.0,212,NA,NA,NA
Lex Hilliard,15.0,71,231,4.68,32.0,,122.0,7.01,4.2,2008,18.0,6,204,0.0,5.0,1.0,110.0,204,38,NA,30
Dennis Johnson,3.0,77,258,4.82,35.5,17.0,119.0,7.21,4.36,2002,11.0,3,98,1.0,1.0,2.0,54.0,98,NA,NA,NA
Dustin Fox,11.0,71,191,4.43,43.5,7.0,,,,2005,3.0,3,80,1.0,0.0,5.0,2.0,80,9,113,69
Lawrence Wilson,6.0,73,229,4.71,32.5,24.0,113.0,7.31,4.5,2011,9.0,6,166,1.0,4.0,10.0,61.0,166,9,153,59
Oscar Johnson,4.0,77,331,5.49,22.0,,88.0,8.06,5.06,2013,NaN,,,NaN,NaN,NaN,NaN,,,,
Ryan Riddle,3.0,74,256,4.83,,18.0,,,,2005,23.0,6,212,1.0,1.0,9.0,25.0,212,11,130,67
Scooby Wright III,10.0,72,239,4.9,31.0,22.0,113.0,,4.47,2016,2.0,7,250,NaN,NaN,13.0,60.0,250,9,181,56
Eric Wright,1.0,71,192,4.36,36.5,16.0,123.0,6.93,4.23,2007,2.0,2,53,1.0,0.0,5.0,101.0,53,5,39,88
Kevin Robinson,0.0,71,202,4.69,27.5,,115.0,7.31,4.77,2008,29.0,6,182,0.0,3.0,0.0,94.0,182,37,NA,34
Kenny Ladler,11.0,72,207,4.7,36.5,24.0,127.0,,,2014,NaN,,,NaN,NaN,12.0,75.0,NA,22,285,34
Ryan Prince,9.0,76,257,4.99,31.0,20.0,102.0,7.65,4.45,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Jeff Smoker,8.0,75,223,4.95,26.5,,101.0,7.65,4.36,2004,24.0,6,201,0.0,7.0,11.0,31.0,201,11,196,54
Davin Joseph,7.0,75,311,5.09,32.0,24.0,111.0,,4.97,2006,17.0,1,23,0.0,2.0,7.0,10.0,23,1,44,86
Scotty Anderson,0.0,74,184,4.57,34.5,,115.0,,,2001,15.0,5,148,0.0,3.0,0.0,87.0,148,NA,NA,NA
Nate Poole,0.0,73,198,4.79,32.5,,112.0,7.26,4.22,2001,NaN,,,NaN,NaN,NaN,NaN,,,,
Erik Coleman,11.0,70,200,4.64,35.5,16.0,117.0,7.03,4.14,2004,25.0,5,143,1.0,0.0,5.0,59.0,143,21,258,44
Jason Allen,11.0,73,209,4.39,39.5,17.0,131.0,6.75,3.81,2006,18.0,1,16,1.0,0.0,5.0,9.0,16,2,27,91
Josh Booty,8.0,74,221,4.9,29.5,,105.0,7.54,4.48,2001,0.0,6,172,0.0,7.0,11.0,1.0,172,NA,NA,NA
Andre Branch,3.0,76,259,4.67,32.5,19.0,120.0,7.19,4.25,2012,20.0,2,38,1.0,4.0,2.0,14.0,38,7,43,87
George Iloka,11.0,76,225,4.6,34.5,20.0,124.0,7.03,4.03,2012,12.0,5,167,1.0,0.0,12.0,53.0,167,6,118,66
George Wrighster,9.0,74,249,4.89,34.5,16.0,115.0,7.24,,2003,20.0,4,104,0.0,6.0,8.0,26.0,104,NA,NA,NA
Eric King,1.0,68,189,4.43,,12.0,,,,2005,7.0,5,156,0.0,2.0,7.0,104.0,220,NA,NA,NA
Cam Worthy,0.0,74,211,4.59,,12.0,,,,2015,NaN,,,NaN,NaN,0.0,77.0,NA,36,242,41
Eddie Jackson,12.0,72,201,,,10.0,,,,2017,26.0,4,112,1.0,0.0,12.0,6.0,112,13,145,62
Zach Zenner,15.0,71,223,4.6,41.0,25.0,121.0,7.08,4.14,2015,NaN,,,NaN,NaN,1.0,58.0,NA,19,234,42
Michael Jameson,11.0,71,186,4.5,34.5,9.0,118.0,7.13,4.2,2001,2.0,6,165,1.0,0.0,5.0,17.0,165,NA,NA,NA
Jason Cabinda,10.0,73,239,,,19.0,,,,2018,NaN,,,NaN,NaN,13.0,15.0,NA,15,311,34
Carlos Hall,3.0,76,259,4.67,40.0,20.0,129.0,6.97,4.19,2002,10.0,7,240,1.0,1.0,2.0,21.0,240,NA,NA,NA
Eli Harold,6.0,75,247,4.6,35.0,,123.0,7.07,4.16,2015,4.0,3,79,1.0,4.0,10.0,41.0,79,4,34,88
Marcus Forston,5.0,73,301,5.05,28.0,35.0,105.0,7.64,4.79,2012,NaN,,,NaN,NaN,4.0,8.0,NA,18,201,45
Eddie Pleasant,12.0,70,211,4.53,33.5,22.0,116.0,7.12,4.28,2012,NaN,,,NaN,NaN,12.0,26.0,NA,16,197,46
Keyuo Craver,1.0,71,201,4.62,31.0,13.0,123.0,,,2002,27.0,4,125,1.0,0.0,5.0,19.0,125,NA,NA,NA
Tom Brandstater,8.0,77,220,4.87,28.5,,106.0,6.93,4.37,2009,13.0,6,174,0.0,7.0,11.0,56.0,174,9,214,47
Terrell Roberts,1.0,69,203,4.63,34.0,18.0,117.0,7.12,4.26,2003,NaN,,,NaN,NaN,NaN,NaN,,,,
Dwyte Smiley,11.0,73,198,4.57,35.0,13.0,115.0,7.18,4.29,2000,NaN,,,NaN,NaN,NaN,NaN,,,,
Perrish Cox,1.0,71,195,4.58,32.5,12.0,113.0,,,2010,13.0,5,137,1.0,0.0,6.0,33.0,137,11,92,72
Matt Schobel,9.0,77,263,,34.5,,,,,2002,12.0,3,67,0.0,6.0,8.0,49.0,67,NA,NA,NA
Charles Johnson,3.0,74,270,4.84,34.0,33.0,118.0,7.5,,2007,9.0,3,83,1.0,1.0,2.0,7.0,83,9,54,82
Ronnie Stanley,4.0,78,312,5.2,28.5,,,8.03,4.9,2016,1.0,1,6,0.0,2.0,3.0,11.0,6,2,5,93
Maurice Jones-Drew,2.0,67,207,4.39,36.0,18.0,116.0,7.08,4.38,2006,20.0,2,60,0.0,5.0,1.0,27.0,60,7,72,79
J.T. Barrett,8.0,73,224,4.7,30.0,,108.0,7.38,4.44,2018,NaN,,,NaN,NaN,NaN,NaN,,,,
Josh Brown,16.0,73,202,4.81,,,,,,2003,0.0,7,222,2.0,9.0,17.0,19.0,222,NA,NA,NA
